Booking Time,User ID,Pick-up Time,Drop-off Time,Seat Count,Vehicle ID
2017-01-01T00:03:32.064Z,c7bf781d-b7ea-4eac-b527-6bd6fc29e8e6,2017-01-01T00:09:55.824Z,2017-01-01T00:19:58.272Z,3,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:01:03.648Z,78b3d48c-2893-411e-b00d-a7617e97f87c,2017-01-01T00:02:39.216Z,2017-01-01T00:23:01.152Z,4,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-01-01T00:14:13.728Z,b93c17cf-fc09-4e75-aea9-dbfb2cd3e917,2017-01-01T00:29:22.608Z,2017-01-01T00:32:17.808Z,2,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-01-01T00:16:41.664Z,0f817653-28f1-4ea1-95ab-52320fb96d74,2017-01-01T00:26:54.192Z,2017-01-01T00:32:17.808Z,3,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-01-01T00:05:59.904Z,cab8f68d-558f-412f-ab0a-c0b2b864b67e,2017-01-01T00:11:27.024Z,2017-01-01T00:35:42.960Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-01-01T00:26:34.560Z,14299655-462b-4dd7-bbb0-7aee94e4e8c4,2017-01-01T00:28:15.360Z,2017-01-01T00:40:07.488Z,2,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-01-01T00:10:56.928Z,8fb5e040-cb68-4c87-9d47-3b874d4401bd,2017-01-01T00:22:09.504Z,2017-01-01T00:43:34.992Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:19:09.504Z,0eca0faf-ef99-4b35-ad0d-6de1b9d1f437,2017-01-01T00:36:20.688Z,2017-01-01T00:43:44.112Z,1,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-01-01T00:39:47.376Z,780764fb-1b0a-4c2e-af41-ef12a8b116cb,2017-01-01T00:43:54.864Z,2017-01-01T00:57:00.288Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a8
2017-01-01T00:31:31.536Z,4a3300cf-d3b6-4a60-82d8-2cb6ab793e4c,2017-01-01T00:33:06.960Z,2017-01-01T01:00:07.488Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-01-01T00:34:48.336Z,a9e8dd54-8bd1-4009-88ef-ad1cb2989dd7,2017-01-01T00:40:07.488Z,2017-01-01T01:01:25.152Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-01-01T00:08:28.368Z,2d63caf4-d95a-4705-b1e3-0df85dfb6fd2,2017-01-01T00:16:16.080Z,2017-01-01T01:02:22.176Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-01-01T00:37:19.104Z,69f2586f-4037-4b81-bbc0-d576db137227,2017-01-01T00:40:07.536Z,2017-01-01T01:03:52.272Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-01-01T00:29:03.504Z,3e3ec8ce-6515-4dc8-b7a8-a67d0d03747f,2017-01-01T00:47:05.664Z,2017-01-01T01:07:33.552Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:20:48.240Z,e8b546ed-14a3-48f3-96a2-500eb3409865,2017-01-01T00:33:18.240Z,2017-01-01T01:14:15.696Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:55:23.424Z,456c435f-1acc-48f3-b144-72b39021b38c,2017-01-01T00:58:24.912Z,2017-01-01T01:14:40.032Z,4,8919b741-eee9-4d96-8649-d5aa95c29a49
