Booking Time,User ID,Pick-up Time,Drop-off Time,Seat Count,Vehicle ID
2017-01-01T00:12:03.120Z,a7801952-bf9a-41eb-b769-7495b2f5d762,2017-01-01T00:15:30.648Z,2017-01-01T00:23:53.592Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a8
2017-01-01T00:18:12.624Z,6f1a5124-7d8e-4438-9c4e-9f3a9bfd770f,2017-01-01T00:23:54.168Z,2017-01-01T00:33:55.848Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a8
2017-01-01T00:30:06.768Z,e260dee6-39f1-42e2-9298-be2cb93dde25,2017-01-01T00:31:06.672Z,2017-01-01T00:34:37.728Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-01-01T00:24:22.128Z,39b50cd1-8536-4940-b23f-c17ac7c7c28c,2017-01-01T00:25:04.920Z,2017-01-01T00:34:37.728Z,2,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-01-01T00:30:06.864Z,52a3c9a6-671e-4929-bbbe-5caf423bc2ff,2017-01-01T00:31:06.648Z,2017-01-01T00:38:03.216Z,2,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-01-01T00:12:02.784Z,5b1e11d1-b70f-4320-9517-f5c37d2a3fc1,2017-01-01T00:12:51.768Z,2017-01-01T00:38:53.472Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-01-01T00:30:06.840Z,74f4ebce-a921-47db-9776-6ee4a368efd0,2017-01-01T00:35:51.936Z,2017-01-01T00:40:04.584Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a8
2017-01-01T00:24:22.008Z,2360c7a3-796a-45d7-8ec2-70a4e2150a58,2017-01-01T00:25:08.472Z,2017-01-01T00:40:50.496Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-01-01T00:24:22.176Z,b2f42384-a256-4d48-bf13-41464f4470c6,2017-01-01T00:30:42.168Z,2017-01-01T00:42:04.128Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d4
2017-01-01T00:21:29.856Z,7c0fff56-f0ce-4d3f-93fd-41d4ea0f660b,2017-01-01T00:24:19.008Z,2017-01-01T00:45:51.672Z,2,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:15:44.568Z,61a237cf-cfb4-4e74-9d7e-7df888732ae8,2017-01-01T00:19:07.920Z,2017-01-01T00:46:13.464Z,2,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a8
2017-01-01T00:30:06.744Z,32206427-1e44-41b7-b020-b1288d94c79e,2017-01-01T00:37:43.296Z,2017-01-01T00:52:43.896Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:18:12.480Z,bb92082a-c1ac-4d53-8417-444689f05e9d,2017-01-01T00:20:56.016Z,2017-01-01T00:56:02.424Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:19:26.976Z,37da4829-191d-4a5f-ba7d-c5b0a7cad283,2017-01-01T00:25:04.944Z,2017-01-01T00:55:28.464Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-01-01T00:12:02.928Z,85662f78-89ad-4fb7-8cea-0517cac9259e,2017-01-01T00:16:40.344Z,2017-01-01T00:56:02.424Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:15:19.560Z,6f07b052-4a70-403e-be09-c6439b839677,2017-01-01T00:25:50.208Z,2017-01-01T00:56:02.400Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:39:58.176Z,60f72d21-2a3c-4a84-8b17-d927b125fbbd,2017-01-01T00:43:39.648Z,2017-01-01T00:57:07.152Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-01-01T00:18:12.528Z,e0f36899-cf6d-492d-8af7-4da7f6fa3758,2017-01-01T00:20:56.232Z,2017-01-01T00:57:15.768Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a8
2017-01-01T00:12:03.000Z,ca2635d7-a5f1-4f74-985c-cdcccf9c8fb8,2017-01-01T00:24:19.032Z,2017-01-01T00:59:38.136Z,3,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:18:12.408Z,2a1fe678-1d8c-449d-ba34-98e026059990,2017-01-01T00:22:04.728Z,2017-01-01T00:59:38.136Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:42:02.280Z,2563b754-1859-429a-8014-6ddd5cf85c14,2017-01-01T00:47:06.360Z,2017-01-01T01:00:27.960Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d4
2017-01-01T00:00:31.056Z,429b4fbb-ac33-42dc-84df-a4e37a75f0f7,2017-01-01T00:06:05.256Z,2017-01-01T00:08:28.680Z,1,8919b741-eee9-4d96-8649-d5aa95c29a49
