Booking Time,User ID,Pick-up Time,Drop-off Time,Seat Count,Vehicle ID
2017-09-01T00:15:30.840Z,7fed600a-dc09-487c-a0f6-ab2410f43b80,2017-09-01T00:17:48.840Z,2017-09-01T00:37:10.992Z,2,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-09-01T00:27:25.992Z,0568eff8-7bc0-4db2-a0f4-83e90835a9fb,2017-09-01T00:31:04.296Z,2017-09-01T00:40:44.904Z,2,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-09-01T00:15:59.208Z,09cd7b49-bc04-47c8-ab00-fc2354861e02,2017-09-01T00:22:22.488Z,2017-09-01T00:42:32.112Z,3,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-09-01T00:30:17.952Z,2bee9fd5-87f4-4282-98fc-1fd1291486a7,2017-09-01T00:34:04.248Z,2017-09-01T00:44:52.152Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-09-01T00:09:23.088Z,b04ffad8-77b3-4724-ac7d-cdf7d7983f70,2017-09-01T00:09:51.672Z,2017-09-01T00:45:25.944Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-09-01T00:51:34.944Z,8cef888e-a17a-472e-a8f7-ef5cebafdbe8,2017-09-01T00:53:16.704Z,2017-09-01T01:27:21.000Z,1,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-09-01T00:15:58.824Z,edd1ff69-99ae-4183-a370-9874b26b91fe,2017-09-01T00:22:47.712Z,2017-09-01T01:00:04.872Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-09-01T00:55:15.960Z,dc74e7ed-e24d-47ee-bf4a-f7c73fe3be7f,2017-09-01T01:02:21.744Z,2017-09-01T01:11:17.616Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-09-01T00:15:58.080Z,b659f98b-1280-43a9-ac3b-65c70179f9dd,2017-09-01T00:24:45.408Z,2017-09-01T01:11:59.784Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-09-01T00:15:58.704Z,29bb3646-015f-408c-876c-f70a88fed199,2017-09-01T00:22:34.824Z,2017-09-01T01:15:42.912Z,4,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-09-01T00:15:58.344Z,612b8c70-dadf-485d-8e64-3f7ed31d4b0d,2017-09-01T00:20:21.792Z,2017-09-01T01:15:42.912Z,3,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-09-01T00:35:12.288Z,78323b31-5e7f-49bf-94c6-a36c53830cb2,2017-09-01T00:41:43.008Z,2017-09-01T01:18:10.176Z,3,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-09-01T00:17:37.776Z,9b7428a9-0cc1-4c6c-8197-20111782154c,2017-09-01T00:24:49.200Z,2017-09-01T01:18:51.936Z,3,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a8
2017-09-01T00:15:58.272Z,132c4920-ab10-40cd-96a8-da0ad669a44a,2017-09-01T00:22:38.904Z,2017-09-01T01:21:30.120Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-09-01T01:06:20.784Z,9ec3ca91-22d7-44ff-abe2-d94294aacb5b,2017-09-01T01:21:05.760Z,2017-09-01T01:24:46.416Z,4,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-09-01T01:18:12.528Z,85db4557-1fa0-4552-b035-f62d01afa4be,2017-09-01T01:23:30.720Z,2017-09-01T01:32:09.144Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-09-01T00:51:34.848Z,a4898bfd-4b0a-4961-bf4a-5f9ec880b7db,2017-09-01T00:59:03.144Z,2017-09-01T01:34:00.336Z,5,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-09-01T00:27:25.920Z,4aa72e08-7ee3-49e9-ba1a-18f2f8b90191,2017-09-01T00:36:32.856Z,2017-09-01T01:38:09.864Z,5,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a8
2017-09-01T00:55:16.224Z,e0474911-474e-4a32-aaeb-a4fea053161b,2017-09-01T01:03:06.888Z,2017-09-01T01:39:12.528Z,1,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-09-01T00:51:35.040Z,008d9776-4f80-4b75-9722-2ae2ed7eedd6,2017-09-01T01:08:05.208Z,2017-09-01T01:39:54.480Z,3,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-09-01T01:34:59.280Z,d51571a0-3e3b-458c-8aaa-4ec4333d133d,2017-09-01T01:36:25.440Z,2017-09-01T01:42:21.936Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-09-01T01:00:11.976Z,8d8d4f95-54bd-4671-969c-ea7be29ea618,2017-09-01T01:05:44.208Z,2017-09-01T01:45:29.688Z,2,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-09-01T01:03:52.944Z,dbf29623-0b6d-4392-bb7f-7394244dc74f,2017-09-01T01:17:06.432Z,2017-09-01T01:47:05.568Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
