Booking Time,User ID,Pick-up Time,Drop-off Time,Seat Count,Vehicle ID
2017-12-01T00:52:37.296Z,68ee4f72-19b4-402a-8529-76882fa29706,2017-12-01T00:56:20.376Z,2017-12-01T01:02:03.816Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-12-01T00:55:29.712Z,13e1752d-6eae-49af-9863-ff99a852c500,2017-12-01T01:03:26.568Z,2017-12-01T01:05:25.656Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-12-01T00:55:29.304Z,e7c4dda7-1a3e-4973-adb6-4c9f431ca55e,2017-12-01T01:02:28.560Z,2017-12-01T01:07:04.320Z,4,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-12-01T00:55:29.784Z,6aec6104-0bb1-4a50-a97b-e6af86712937,2017-12-01T01:05:21.456Z,2017-12-01T01:14:36.792Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-12-01T01:02:28.728Z,530db241-e922-4012-adef-250c1c073c8a,2017-12-01T01:07:09.024Z,2017-12-01T01:17:10.200Z,1,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-12-01T00:49:20.856Z,0d7e5d83-9eeb-494e-8b85-a1b96172b085,2017-12-01T00:49:38.976Z,2017-12-01T01:17:39.336Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-12-01T00:55:29.352Z,3a5e928f-a861-48e2-b920-eaa1079605f8,2017-12-01T00:57:07.200Z,2017-12-01T01:20:05.112Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a8
2017-12-01T00:55:29.592Z,57798943-dea9-4d41-b2de-f447513f04be,2017-12-01T01:03:42.840Z,2017-12-01T01:20:05.136Z,3,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-12-01T01:03:18.168Z,a782fa8b-4cf4-4ae3-8339-c317eed5a4f7,2017-12-01T01:13:57.648Z,2017-12-01T01:24:57.816Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-12-01T00:55:29.496Z,c6a57d7d-ad28-47e7-878c-ee7af1cb2974,2017-12-01T00:57:16.272Z,2017-12-01T01:28:05.736Z,2,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-12-01T00:56:44.184Z,f8824d79-2224-452a-b725-1b665fa1fcfd,2017-12-01T01:07:08.496Z,2017-12-01T01:41:20.016Z,3,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-12-01T01:14:44.928Z,86fbe939-9768-4004-bf49-b98c4e4b8af2,2017-12-01T01:18:30.288Z,2017-12-01T01:49:37.608Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-12-01T01:27:25.584Z,4a473411-5df9-4731-88fd-1417abb05276,2017-12-01T01:35:56.424Z,2017-12-01T01:51:19.896Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-12-01T01:34:48.264Z,06f2b9f5-5328-4f9a-8935-e7d7d76f9ba2,2017-12-01T01:37:39.792Z,2017-12-01T01:51:20.040Z,1,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-12-01T01:18:01.296Z,fe6db934-98f2-4c28-bc1d-156094d1eeb9,2017-12-01T01:21:18.840Z,2017-12-01T01:51:53.880Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-12-01T01:39:19.272Z,64e478af-8a9a-42f2-bc9a-227147af6a7b,2017-12-01T01:42:48.936Z,2017-12-01T01:57:29.832Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-12-01T01:32:20.664Z,564cbcea-f5b9-46bc-9dd4-c6f8eb236522,2017-12-01T01:42:27.600Z,2017-12-01T01:58:56.832Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-12-01T01:48:19.512Z,2ddb6b74-1af6-47e1-a062-1edfbe8a6aa7,2017-12-01T01:50:06.192Z,2017-12-01T02:08:26.112Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-12-01T01:34:48.504Z,b2f0136b-bd9c-40d4-a9be-0beca36eab22,2017-12-01T01:47:05.832Z,2017-12-01T02:10:09.312Z,2,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-12-01T01:58:10.464Z,58f42050-1c2b-465a-8660-0c3f9a47f575,2017-12-01T02:04:55.224Z,2017-12-01T02:38:41.952Z,3,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-12-01T02:21:29.616Z,5385cf57-29d0-441f-9374-494e777a7cd3,2017-12-01T02:29:14.688Z,2017-12-01T02:40:41.664Z,2,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-12-01T02:21:29.568Z,80b74a20-8bb9-4685-bfa5-5d4afb0d7fef,2017-12-01T02:26:17.640Z,2017-12-01T02:42:08.760Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-12-01T02:38:38.904Z,9e11292f-64f4-4beb-9703-fe52de83efd8,2017-12-01T02:38:42.408Z,2017-12-01T02:43:32.160Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-12-01T02:14:32.616Z,603b82d3-64c8-4389-9c8f-f3281d011fca,2017-12-01T02:23:07.800Z,2017-12-01T02:46:41.544Z,3,4bf166af-9eeb-432a-bad5-4b93b827ac56
