Vehicle ID, TimeStamp, Site ID, Location Latitude, Location Longitude, Orientation, Speed, Battery Level, Battery State
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:00:21.313Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3586972443483014E7,4494440.4792429,0.0,0.0,1.0,discharging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:02:09.313Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3586972443483014E7,4494440.4792429,0.0,0.0,1.0,discharging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:02:45.745Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3586972443483014E7,4494440.4792429,0.0,0.0,1.0,discharging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:04:33.313Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3586972443483014E7,4494440.4792429,0.0,0.0,1.0,discharging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:05:45.457Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3586972443483014E7,4494440.4792429,0.0,0.0,1.0,discharging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:06:57.601Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3586972443483014E7,4494440.4792429,0.0,0.0,1.0,discharging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:08:09.457Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3586972443483014E7,4494440.4792429,0.0,0.0,1.0,discharging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:09:21.601Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3588323868897455E7,4494834.317526059,4.413287820461703,8.0,0.9980747571154089,discharging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:10:33.457Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589617164547414E7,4495865.904558462,3.6806900595573016,8.0,0.9961571998311556,discharging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:11:45.601Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589515792031972E7,4496549.687121456,1.8195160861197857,8.0,0.9942319569465646,discharging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:12:57.601Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589463301364744E7,4496522.199518216,1.0732916876601895,0.0,0.9932750997045223,discharging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:13:33.313Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589463301364744E7,4496522.199518216,1.0732916876601895,0.0,0.9932750997045223,discharging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:15:21.601Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,0.9913879981999169,charging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:16:33.889Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,0.9937975981999169,charging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:17:09.457Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,0.9949831981999169,charging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:18:57.601Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,0.998587998199917,charging
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:20:09.745Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:21:21.313Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:22:33.313Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:23:45.313Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:24:57.457Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:26:09.313Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:27:21.457Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:28:33.169Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:29:45.169Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:30:57.169Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:32:09.313Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:33:21.169Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:34:34.177Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:35:45.313Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:36:57.313Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:38:09.313Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:39:21.457Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:40:33.601Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:41:45.745Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:42:57.313Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
8919b741-eee9-4d96-8649-d5aa95c29a45,2017-01-01T00:44:09.889Z,12c0b08d-6df8-4279-8f05-5475c53b601d,-1.3589459073392097E7,4496531.426822664,2.693487078399665,0.0,1.0,full
