Booking Time,User ID,Pick-up Time,Drop-off Time,Seat Count,Vehicle ID
2017-01-01T00:00:58.224Z,f6d184af-64df-4fcc-bb01-b29ea9fbeefe,2017-01-01T00:02:49.080Z,2017-01-01T00:08:54.984Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:00:31.728Z,2dd114f7-881a-4e57-aa49-db52b12252ce,2017-01-01T00:02:54.240Z,2017-01-01T00:10:43.752Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-01-01T00:06:18.528Z,b6e29204-26ba-45a3-beba-be0e557b3f47,2017-01-01T00:13:52.152Z,2017-01-01T00:15:56.160Z,3,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-01-01T00:12:02.232Z,b7d8e8f8-770b-481c-ace4-890847a879a3,2017-01-01T00:15:26.496Z,2017-01-01T00:17:32.544Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-01-01T00:03:26.544Z,ffada306-82fd-418f-97fd-c5a7e24267d4,2017-01-01T00:03:40.704Z,2017-01-01T00:19:19.368Z,4,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-01-01T00:00:58.440Z,49c7513a-7b28-4f6b-ae88-cc987ef8efb6,2017-01-01T00:03:40.728Z,2017-01-01T00:33:22.008Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-01-01T00:00:31.920Z,701fec3b-b3fb-4a96-9a2a-8040809d2ffa,2017-01-01T00:03:10.560Z,2017-01-01T00:42:10.248Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-01-01T00:30:30.744Z,03198346-c091-4a41-8827-874605928137,2017-01-01T00:38:07.152Z,2017-01-01T00:47:36.576Z,1,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-01-01T00:15:44.736Z,ec8b6e94-19c7-4320-8fc9-ec3b7d3f7fe7,2017-01-01T00:19:57.936Z,2017-01-01T00:53:08.400Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-01-01T00:16:59.352Z,7a1ec7e8-0704-45a2-877d-2ac88b182f2d,2017-01-01T00:22:01.728Z,2017-01-01T00:57:33.072Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-01-01T00:35:02.328Z,6a9ff2f0-3391-43ca-97fd-76cb69a35af2,2017-01-01T00:40:04.464Z,2017-01-01T01:01:06.960Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-01-01T00:55:31.080Z,82cd8ced-3c72-4e68-a4db-0c3f7544ee8e,2017-01-01T01:01:31.104Z,2017-01-01T01:04:00.408Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-01-01T00:15:19.056Z,40b6501b-2749-4eb9-b05e-b9bba076b41e,2017-01-01T00:19:19.416Z,2017-01-01T01:04:04.536Z,3,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-01-01T00:21:29.256Z,ac41d454-e481-44d1-95f7-3a3f27d87318,2017-01-01T00:23:55.896Z,2017-01-01T01:06:47.064Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-01-01T00:30:56.040Z,8fb7d14d-90a3-49cf-bdf2-6890828a1cdb,2017-01-01T00:32:15.360Z,2017-01-01T01:28:49.704Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-01-01T00:52:39.024Z,a256011a-46c9-464d-900e-6e4a211919e3,2017-01-01T00:59:54.552Z,2017-01-01T01:08:18.936Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-01-01T00:55:31.416Z,fcc2a9c0-226a-4b32-b2b7-b5a30a2a14c2,2017-01-01T01:02:41.376Z,2017-01-01T01:11:44.496Z,4,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:55:31.176Z,caaee8ab-5bc0-4aa7-ac27-81e7b2d24370,2017-01-01T00:58:11.232Z,2017-01-01T01:16:42.504Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-01-01T00:48:08.088Z,cf4e8ac5-d4c4-4280-a38a-87f07f6a6807,2017-01-01T00:56:06.528Z,2017-01-01T01:16:42.504Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-01-01T01:03:21.096Z,a149edac-dc3e-4b64-8bae-82f0c60e5634,2017-01-01T01:06:59.448Z,2017-01-01T01:28:49.728Z,1,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-01-01T01:02:31.464Z,431a0919-e065-439c-b0cb-009ec7cf6595,2017-01-01T01:04:05.400Z,2017-01-01T01:19:37.344Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-01-01T00:15:44.928Z,5e89bf0e-575a-488c-bf86-f7a4a73e797d,2017-01-01T00:21:41.376Z,2017-01-01T01:20:56.184Z,3,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-01-01T00:39:32.400Z,062e4413-9277-48a3-99dc-3669f9763a14,2017-01-01T00:42:11.472Z,2017-01-01T01:23:45.072Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a8
2017-01-01T00:27:12.840Z,95f2a1ce-61f6-40b9-806e-b78956c72b60,2017-01-01T00:30:23.520Z,2017-01-01T01:25:14.928Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-01-01T00:45:15.792Z,af9df682-f13c-40fb-bef2-6ee52ccad4ed,2017-01-01T00:45:49.776Z,2017-01-01T01:25:41.304Z,2,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a8
2017-01-01T00:55:31.560Z,033090e6-1f28-433f-a289-a621be03a897,2017-01-01T00:56:06.504Z,2017-01-01T01:31:30.840Z,3,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-01-01T00:30:05.352Z,b0577daf-fc1a-42f0-89d5-a4d1bd8c5e1e,2017-01-01T00:37:50.472Z,2017-01-01T01:31:30.816Z,2,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-01-01T01:12:20.688Z,aefbcd58-7e04-4f11-b58f-e31b07e54ebc,2017-01-01T01:19:46.728Z,2017-01-01T01:31:56.664Z,2,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-01-01T00:31:21.336Z,07e8e76b-2c9f-48d3-beb1-6becffaedc18,2017-01-01T00:37:04.584Z,2017-01-01T01:33:40.488Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-01-01T01:00:03.840Z,57d5e019-2087-4a8d-bdc0-2200fd366148,2017-01-01T01:06:05.280Z,2017-01-01T01:40:30.936Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-01-01T00:55:31.656Z,46ee83f5-14bf-4cab-946f-c13770e34cf0,2017-01-01T00:59:21.576Z,2017-01-01T01:44:30.408Z,1,8919b741-eee9-4d96-8649-d5aa95c29a49
